price_index;gdp_index;gdp_growth;unemployment;average_workers;families_wealth;families_savings;firms_wealth;firms_profit;gini_index;average_utility;inflation;average_qli
132.382;76863.12400000001;-1.5630000000000002;4.888;71.516;106449.16;3704932.246;10139438.915;2503.676;0.22;220.197;0.0003;0.6938
140.613;39712.227;2.235;2.506;48.335;55531.55;1842790.402;6226611.298;2101.959;0.213;224.452;0.0005;0.8357
131.387;11689.741000000002;1.16;3.236;37.979;16926.744;576587.963;2566906.407;518.534;0.213;213.583;0.0;0.9003
128.296;30725.996;-0.918;3.187;61.68899999999999;45341.486;1516412.921;4799527.061000002;749.622;0.21;227.579;0.0008;0.8465
126.747;18242.199;1.058;12.161;105.491;26869.702;1075530.935;2826283.413;2365.9970000000008;0.253;192.216;0.0;0.6335
144.75799999999995;25059.728;-3.524;2.971;58.996;36887.004;1226225.688;3888968.259;-218.225;0.212;223.708;0.0008;0.8206
150.49200000000005;16430.17;0.361;9.014;93.229;24020.909;920983.747;2498639.51;1468.646;0.241;196.822;0.0;0.6154
134.866;14246.042;1.895;2.986;41.951;21834.055;655410.745;2871911.46;722.7230000000002;0.213;213.11900000000003;0.0;0.8311
135.941;40253.323;0.174;2.648;50.64;59265.395;1839930.421;6423449.31;1119.735;0.21;222.65;0.0005;0.7876
138.849;12923.27;2.987;3.722;65.868;18147.831;657864.956;1868699.086;854.471;0.219;223.616;0.0;0.7968
135.361;78005.032;0.569;2.716;46.471;111145.374;3580659.173;12775706.29;2522.649;0.209;224.72;0.0003;0.8267
138.851;491206.303;-0.329;2.629;58.028;697844.637;23153931.644;73276629.796;11520.68;0.211;227.128;0.0008;0.8481
149.403;279918.159;-0.848;2.136;63.124;409833.985;13951989.218;40039143.557;3797.531;0.212;235.24;0.0005;0.8238
140.13299999999998;121747.764;3.41;2.559;51.45399999999999;176289.337;5772631.623;20145956.299;7315.972;0.212;222.149;0.0006;0.7754
135.7325;71523.4895;0.0735;2.8335;46.82899999999999;101881.031;3378737.161000001;12594984.592;2045.908;0.213;217.7285;0.0010999999999999998;0.7651
134.7185;72050.80799999999;0.7825;2.7935;46.8635;104517.0115;3376831.5395;12588274.554;2637.466;0.212;217.97099999999998;0.0003;0.7755000000000001
133.88799999999998;71986.28899999999;0.5405000000000001;2.884;46.8265;102177.7675;3383476.453;12585012.6465;2360.3325;0.2125;217.7795;0.0004;0.7129
135.385;71286.7865;0.1095;2.867;46.845;101221.156;3384829.401;12586873.197;2087.098;0.213;217.34099999999998;0.0005;0.77235
142.02200000000002;10439.2035;-1.131;3.679;59.3265;15090.346000000001;508119.5755;1772070.523;239.9125;0.21600000000000005;215.4645;0.0;0.7454000000000001
137.75799999999998;10460.063;-4.489;3.7195;59.18599999999999;15204.114;506631.01;1773785.6130000001;-66.84;0.2165;216.4655;0.0;0.75305
133.991;10780.425;2.324;3.6925;59.3805;15378.2835;512667.761;1769918.104;702.919;0.2175;218.1285;0.0;0.7259
150.05100000000002;10664.851;-5.699;3.3760000000000003;59.4215;15891.0525;509489.8155;1771101.0265;-195.79;0.2145;218.22099999999998;0.0;0.75345
149.065;286602.63;0.447;2.156;63.13399999999999;408523.6715;13933280.6195;40056015.189;7859.5805;0.212;234.65;0.00115;0.804
149.106;290656.5855;0.16949999999999998;2.1595;63.086000000000006;413099.443;13929903.465;40041286.9895;6982.116;0.212;234.97299999999998;0.00105;0.8331
148.386;291311.4475;0.6559999999999999;2.1485000000000003;63.13399999999999;416477.04299999995;13933428.215;40056374.467;8334.0365;0.212;235.123;0.0010500000000000002;0.76745
146.19299999999996;286091.027;-0.29800000000000004;2.399;62.9495;410554.816;13926843.7675;40074124.6145;6031.290500000001;0.2115;235.6075;0.0014;0.8295
105.749;58856.782;-0.758;2.105;66.956;83031.086;2700094.848;7450241.7;803.7719999999998;0.242;151.234;0.0005;0.7075
102.879;119471.448;-5.8;2.513;51.631;181297.754;6259072.897000001;19682495.462;-3741.307;0.244;136.89;0.0048;0.7187
98.867;46332.578;-0.254;2.674;49.38;63363.965;2246448.859;7210375.823;1055.832;0.248;129.269;0.0023;0.6971
82.662;11590.966;4.222;3.201;34.671;16098.193;647700.014;3010840.311;799.204;0.29100000000000004;89.84700000000002;0.0046;0.7198
89.115;18371.824;14.109000000000002;2.8360000000000003;37.558;26733.325;924692.733;3749934.336;3043.235;0.285;99.31;0.0045;0.7685
136.64700000000002;60853.243;0.173;2.658;49.642;84891.097;2841510.454;10255864.108;1750.785;0.209;224.49;0.0003;0.8534
138.851;491206.303;-0.329;2.629;58.028;697844.637;23153931.644;73276629.796;11520.68;0.211;227.128;0.0008;0.8481
99.911;61056.337;-4.39;2.399;49.82100000000001;90366.375;3033243.11;10061158.976;-1135.54;0.248;131.412;0.0025;0.7888
103.469;34409.714;-5.438;12.314;117.576;50264.84099999999;2036491.59;4059566.915;2619.696;0.264;148.7;0.0;0.6196
102.464;124251.234;-0.035;2.545;51.511;183811.697;6260958.982999999;19602120.178;3071.256;0.246;135.65;0.0038;0.7267
98.037;15545.573;2.511;3.062;38.581;23708.75;876802.2640000002;3572524.767;809.908;0.265;109.837;0.0052;0.7512
105.135;19159.651;4.935;4.496;70.625;28192.575;907413.217;2517722.076;1784.885;0.251;146.439;0.0;0.6107
105.904;25862.235;-0.535;2.178;59.771;37054.494;1329340.09;3705225.766;401.649;0.239;143.10399999999996;0.0005;0.7749
103.849;6940.977;7.632999999999999;11.505;97.61;9171.174;398216.238;801711.605;1270.838;0.27;141.782;0.0;0.6188
89.06200000000003;9862.529;-12.902;3.401;34.671;16081.51;641278.7760000001;2678938.777;-983.201;0.29;91.794;0.0073;0.7471
85.523;9752.136;-1.305;3.667;34.447;14612.123;641447.613;2679773.299;242.094;0.28600000000000003;92.387;0.0068;0.7394
76.339;8572.348;-8.342;2.905;34.822;14879.418;641066.003;3000766.953;-432.699;0.304;87.365;0.0029;0.7333
98.663;47525.483;1.105;2.668;49.377;67401.858;2242780.119;7706677.037;1691.817;0.249;130.235;0.0029;0.7022
93.979;14886.927;-3.241;2.938;38.756;22302.524;873892.058;3453277.365;-36.563;0.268;107.819;0.0054;0.763
103.935;121161.897;0.863;2.428;51.559;175860.05899999998;6262807.6910000015;19550309.972;4047.725;0.245;138.10399999999998;0.0029;0.7216
93.763;16257.423;0.425;3.173;37.537;24359.093;923105.595;3913628.02;512.061;0.275;102.247;0.0077;0.7644
89.28200000000002;11085.131;11.54;3.335;34.712;15196.353;640871.624;2678534.407;1608.039;0.29;91.843;0.0082;0.7397
87.735;14112.844;12.566;3.283;37.293;24351.387;931176.392;4147951.512;2132.764;0.28600000000000003;97.316;0.0089;0.7629
84.027;10440.182;2.9960000000000004;3.273;34.895;15969.339;644574.6089999999;2967496.286000001;654.964;0.28800000000000003;88.135;0.0041;0.7089
101.79;48801.777;2.056;2.665;49.32;68793.507;2245217.9080000003;7942991.007;2250.2870000000007;0.243;133.635;0.0043;0.7084
103.402;121055.879;1.783;2.517;51.591;175677.292;6278285.05;19513698.0;5128.174;0.247;135.496;0.0044;0.7219
93.83;17115.808;-2.359;2.983;37.33;26160.593;926834.476;3732140.339;104.215;0.276;99.73;0.0032;0.7691
89.507;13574.409;-15.519;2.7430000000000003;37.558;23519.253;926583.12;3732873.416;-1693.8;0.275;98.683;0.0047;0.7755
80.941;8718.261999999999;-0.606;3.834;34.781;15537.688999999997;642589.961;2968225.861;221.301;0.284;90.205;0.0064;0.7163
100.178;45762.328;-3.98;2.813;49.275;65503.176;2233706.114;7943054.107000002;-577.259;0.246;130.735;0.0029;0.713
102.237;121517.062;-3.565;2.508;51.632;179413.7;6262349.288;19517191.977;-1264.284;0.244;136.85399999999998;0.0041;0.7227
79.207;10602.687;-4.078;2.9;35.009;18577.991;643169.785;2967292.586;-107.583;0.292;87.575;0.0085;0.7177
101.974;129203.266;-1.149;2.49;51.581;188900.843;6257041.845;19515865.757;1758.504;0.246;136.314;0.0034;0.7153
100.642;44624.49;0.787;2.684;49.106;63123.336;2243364.882;7944477.01;1523.97;0.246;133.654;0.0014;0.7077
91.099;15544.313999999997;-0.179;3.113;37.327;24697.369;926061.955;3733306.545;414.176;0.274;100.15;0.0061;0.7739
89.152;15751.484;0.14800000000000002;3.184;37.401;21960.342;929151.888;3732631.194;421.577;0.281;99.563;0.0062;0.7691
139.05200000000002;123640.295;-0.13699999999999998;2.58;51.487;174874.57100000005;5782963.698;20145507.109;3102.976;0.212;221.442;0.001;0.7752
150.14700000000005;121491.467;2.8960000000000004;2.589;51.485;171558.165;5781720.642999998;20152676.62;6648.459;0.212;222.904;0.0006;0.7741
145.996;123205.364;-2.077;2.593;51.537;178270.086;5760882.334;20161398.485;790.518;0.213;223.622;0.0022;0.7309
146.65;124821.298;0.107;2.588;51.502;174975.533;5797284.762;20143570.37;3202.0490000000004;0.213;222.86900000000003;0.0015;0.7753
101.337;38573.4765;-1.3210000000000002;2.4535;67.084;54774.5545;1831516.4825;4974751.2465;308.635;0.2415;144.92450000000005;0.0016;0.6621999999999999
100.7045;37110.306000000004;-2.3875;2.5475;67.0025;54365.8055;1832657.406;4879744.1680000005;150.05899999999997;0.2415;146.5465;0.0032500000000000003;0.67475
103.768;37104.993;-2.594;2.511;67.226;53968.777;1836707.383;5051263.409;16.791;0.239;145.906;0.0012;0.6614
100.663;37887.905;-3.207;2.881;66.946;57041.462;1828225.575;5058369.331;-10.358;0.239;147.4;0.0032;0.6158
102.577;72186.692;-0.407;2.358;66.439;108537.243;3686693.335;10247575.744;1551.003;0.238;146.245;0.0031;0.6613
102.983;70760.129;-5.066;2.168;66.595;108213.603;3697850.76;10241171.168;-1842.995;0.237;146.657;0.0028;0.6733
30.404;23848.893;1.5590000000000002;1.7380000000000002;66.933;38604.269;4045669.877;9505234.175;891.852;0.35200000000000004;41.432;0.0048;0.5955
67.381;50194.596;1.875;1.979;66.805;78530.312;3892459.439;9615044.056;1886.1;0.281;93.356;0.0038;0.6348
90.9;70874.75099999999;5.058;1.977;66.789;99162.371;3764125.242;9720285.643;5275.602;0.251;129.04399999999998;0.0012;0.6555
121.283;98835.96;-1.655;2.346;66.464;138947.212;3577833.864;9856972.885;701.959;0.217;183.827;0.0006;0.6961
151.72;106038.719;-1.361;2.899;66.071;151262.97199999998;3392556.023;10028927.11;1824.962;0.198;232.724;0.0018;0.7153
172.418;118061.953;-0.061;3.24;65.89399999999999;170907.354;3286273.002;10110026.465;3792.116;0.189;272.561;0.0013;0.7427
207.371;145775.514;-1.411;2.718;66.3;203637.948;3242571.862;10116514.34;1956.514;0.174;326.832;0.0;0.7799
5.122999999999998;1479.729;-1.643;1.716;67.473;12435.055;2058316.217;5012380.764;2.8710000000000004;0.387;7.537000000000001;0.0063;0.6023
22.055;6427.789000000002;8.704;1.73;67.66;15447.223;2038530.039;5023450.648;730.324;0.415;19.085;0.0123;0.608
56.19600000000001;16891.228;-8.211;1.771;67.75;25986.955;2003926.553;5045442.679;-969.78;0.359;42.659;0.006999999999999999;0.6093
81.76899999999998;18026.319;1.227;1.927;67.438;27316.727000000006;1973321.136;5072534.4010000015;554.592;0.315;66.669;0.0044;0.6226
91.524;18708.272;-0.759;2.839;66.913;26216.622000000007;1946536.44;5101641.178;562.78;0.302;81.361;0.0006;0.6278
96.305;17870.984;-2.122;3.623;66.19;25372.899;1916355.34;5124244.0;288.182;0.294;90.429;0.0;0.6253
104.007;19075.868;-2.131;3.873;66.133;27442.993;1890400.623;5144344.81;488.416;0.29;98.164;0.0;0.6261
116.724;18189.609;1.119;3.998;65.997;28673.702;1879235.467;5161561.501;1051.937;0.287;103.361;0.0;0.6322
95.558;20882.032;6.307;3.361;66.462;28923.06;1917767.147;5120743.205;2030.71;0.293;92.175;0.0007;0.6309
93.958;18458.861;-0.292;3.29;66.592;27273.775;1924623.042;5121804.463;665.415;0.299;87.83200000000002;0.0;0.6282
93.161;20914.484;7.457000000000002;3.292;66.291;27522.129;1913676.837;5129559.494;2009.376;0.305;86.005;0.0008;0.6222
102.502;17772.653000000002;1.601;3.99;65.883;26328.859;1858013.963;5181229.574;1075.886;0.293;96.035;0.0;0.6316
93.168;19156.029;0.7120000000000001;2.92;66.712;28370.01;1917333.322;5129430.5260000015;694.372;0.307;83.35;0.0;0.6293
92.668;19284.83;0.975;3.235;66.535;28241.793;1903176.558;5134039.927;790.0319999999998;0.313;80.676;0.0;0.6244
92.271;19760.697;5.184;3.563;66.318;28770.179;1907634.346;5135795.04;2039.641;0.313;78.969;0.001;0.6237
101.15;17383.249;1.348;3.863;66.166;25612.81;1902522.069;5138003.468;891.3530000000002;0.28800000000000003;96.364;0.0007;0.626
95.932;19426.705;-1.085;3.553;66.32600000000001;27067.992;1913419.189;4963286.98;493.231;0.285;94.147;0.0;0.6226
97.645;19510.497;-0.435;3.559;66.514;25706.992;1915560.329;5129029.254;639.401;0.294;92.183;0.0;0.6247
96.488;17760.581000000002;-2.9410000000000003;3.114;66.54899999999999;26418.354;1919618.349;4851579.612;30.711;0.29600000000000004;89.60600000000002;0.0;0.6319
92.744;20540.297;1.909;3.139;66.679;26852.28;1917466.344;4957943.084;1131.963;0.3;86.319;0.0008;0.6379
94.734;20625.537;-1.485;3.115;66.408;28624.901;1921463.804;4674665.259;415.549;0.301;87.76299999999998;0.0;0.6445
94.796;20016.163;5.141;3.278;66.51100000000001;29897.634;1915958.115;5034039.2080000015;1653.2120000000002;0.308;84.45299999999997;0.0007;0.6332
94.465;19013.561;-3.004;2.786;66.546;28069.564;1918280.994;4895097.823;85.28200000000002;0.312;81.68;0.0;0.642
29.218000000000004;13056.021;-5.0139999999999985;1.869;67.45100000000001;21841.248;2012746.986;5056559.616;-381.647;0.375;38.439;0.0107;0.5725
29.528;25405.678;1.426;1.71;67.012;45012.639;4018879.36;10038390.701;802.546;0.3720000000000001;38.494;0.0078;0.5819
29.019;40168.836;-1.355;1.7619999999999998;66.743;70768.205;6045194.17;14980298.377;167.43099999999995;0.371;38.178;0.009000000000000001;0.5809
29.29;47985.142;-9.371;1.819;66.569;88942.69;8068510.567000002;19717239.936;-3589.23;0.371;37.849;0.0081;0.5817
29.491;59336.851;-3.466;1.898;66.417;105170.21;10070923.241;24758652.961;-993.688;0.37;38.018;0.0087;0.5829
29.478;25149.909;-4.762;1.865;66.84;44788.37;4012405.01;10040300.556;-728.8710000000002;0.3720000000000001;38.12;0.0089;0.585
30.017;24023.834;4.249;1.788;66.847;43010.16;4016710.149;10042182.516;1399.4520000000002;0.37;38.684;0.0067;0.5852
29.72;25276.9;-4.832;1.76;66.843;43093.97;4018731.66;10040583.681;-763.715;0.37;38.44;0.0089;0.5846
29.597;24038.482000000004;0.454;1.851;66.878;42820.71900000001;4022861.032;10043344.431;554.013;0.374;38.406;0.0074;0.5917
29.492;24163.569;-0.58;1.773;66.735;41884.643;4020167.762;10039604.66;294.858;0.371;38.16;0.0088;0.5912
29.904;23947.738;-0.906;1.848;66.805;44668.459;4016191.112;10037122.357;236.556;0.369;38.171;0.0072;0.5992
29.524;24817.378;-7.526;1.743;66.891;45041.157;4019423.676;10038686.063;-1407.534;0.3720000000000001;38.052;0.0106;0.5985
29.056;25945.035;-4.557;1.828;66.952;45121.518;4015798.705;10037787.139;-734.0360000000002;0.3720000000000001;38.0;0.0088;0.5987
29.929;23724.096;5.426;1.92;66.845;42814.755;4013397.674;10038271.102;1633.797;0.369;38.73;0.0069;0.604
29.817;24752.799;-4.02;1.852;66.898;44665.326;4019727.109;10043557.292;-553.637;0.371;38.209;0.0094;0.6071
29.759;23730.872000000007;0.769;1.868;66.96;42906.935;4015116.236;10043852.109;670.436;0.37;38.533;0.0084;0.6053
29.493;23539.97;-8.476;1.858;66.86;41626.28;4020316.268;10039563.944;-1618.9260000000004;0.371;37.9;0.0081;0.6094
29.834;22980.49;-1.361;1.91;66.797;40828.659;4021009.119;10041367.416;132.19899999999998;0.37;38.262;0.0078;0.6127
132.739;33523.153;-6.352;45.346;28.758000000000006;53572.597;3337768.355;22814318.412;13882.903;0.35700000000000004;98.519;0.0;0.6829
150.472;123852.583;0.12;2.052;51.69300000000001;176703.63100000005;5832643.902000002;20087654.809;2873.67;0.212;224.646;0.0007;0.7761
149.985;124510.29;0.5479999999999999;1.816;51.852;179340.40600000005;5844651.802999998;20075768.627;3194.605;0.21;224.391;0.0005;0.7747
144.135;124255.935;-1.668;2.112;51.687;176119.925;5841737.112000002;20066085.505;641.54;0.212;225.303;0.0014;0.7757
125.332;31819.875;-4.949;46.849;28.146;47041.256;3250796.191;22909186.303000007;14226.237;0.35700000000000004;98.74;0.0001;0.6466
100.237;76884.7885;-0.467;2.6979999999999995;46.6445;113402.4435;3812883.8415;13407799.796999998;1734.8065;0.252;128.27300000000002;0.0032;0.74055
100.314;76164.50700000001;-1.5630000000000002;2.6855;46.63549999999999;112400.987;3806750.5935;13412205.3695;892.6189999999998;0.2495;129.62349999999998;0.00385;0.7599
100.0845;77793.86050000001;-0.15199999999999994;2.6465;46.6575;115966.88699999999;3803184.315;13409138.776500003;1906.01;0.25;128.684;0.0039;0.78285
100.4435;79083.2925;-2.205;2.668;46.6565;112559.849;3805614.8975;13407719.9755;418.055;0.253;127.8645;0.0032;0.80775
99.5605;78761.0595;-0.6025;2.569500000000001;46.6275;111567.78;3803989.0825;13406762.0315;1521.4305;0.2515;127.52;0.00315;0.8269
100.70700000000001;77108.928;-0.16350000000000006;2.6585;46.5475;111652.6225;3820065.6475;12840417.666;1889.349;0.2505;128.26100000000002;0.0038;0.7172000000000001
99.9485;77726.2055;3.4240000000000004;2.7565;46.53699999999999;112981.916;3807730.284;13410568.3825;4650.0905;0.2485;128.94549999999998;0.0032;0.7657499999999999
99.445;78357.9265;1.1855;2.6430000000000002;46.5915;113748.2935;3800635.982;13408983.008;2907.519;0.2515;128.625;0.00335;0.7917000000000001
98.97;75120.3755;-2.7665;2.5860000000000003;46.63050000000001;111461.769;3807504.738;13406359.6925;-142.98200000000003;0.252;126.972;0.0033;0.81855
98.9975;75409.26299999999;-2.251;2.6045000000000003;46.5865;110931.547;3809219.3545;13409157.383;278.217;0.252;127.8365;0.0034;0.84775
99.238;78067.52350000001;-0.376;2.6815;46.57550000000001;113246.862;3799224.4495;13408467.988;1689.4575;0.251;127.6405;0.003;0.8763000000000001
100.5615;76733.4035;-2.694;2.6710000000000003;46.585;112384.1085;3808664.3855;13409646.8675;6.485500000000003;0.25;128.453;0.00385;0.74095
98.4915;77820.272;-1.011;2.6345;46.67;111275.8835;3811057.8965;13405028.934;1263.557;0.2515;126.63600000000001;0.00335;0.7420500000000001
100.1135;76984.23199999999;-1.3030000000000002;2.6625;46.6135;110987.1825;3812588.7010000004;13409337.6785;1031.496;0.252;128.018;0.00395;0.75375
99.2965;78017.36549999999;1.6920000000000002;2.6585;46.56049999999999;115708.12800000001;3801475.6119999997;13409629.342;3356.137;0.2505;127.65700000000001;0.0029;0.77
98.906;76878.6955;1.0014999999999998;2.6315;46.651;110224.1635;3803712.372;13408477.170999998;2650.8305;0.251;128.053;0.00285;0.7786
99.712;79005.159;0.07450000000000001;2.676;46.6;114262.102;3810720.5715;13408622.289;2168.4375;0.2515;127.817;0.0032;0.79125
99.6035;78802.6685;-0.988;2.6675;46.62300000000001;112184.267;3812310.001;13407797.53;1369.5375;0.2525;127.4565;0.0045;0.7313000000000001
99.317;77165.1175;-1.39;2.6075;46.6685;112693.88;3812316.7945;13409903.393;1013.377;0.2505;129.55650000000003;0.00345;0.75885
99.935;79724.2395;1.5225;2.569;46.6625;111379.4615;3801234.4395;13410545.213;3274.640000000001;0.2495;128.695;0.00245;0.7558
99.802;78570.3495;0.264;2.6985;46.615;112023.5255;3810829.8735;13409721.7025;2268.8785000000007;0.251;128.6215;0.00335;0.7571
99.6125;76432.8565;-0.32799999999999996;2.6435;46.6425;111122.409;3814844.451;13409005.117;1714.0665;0.252;128.12900000000002;0.00255;0.7573
99.433;76334.198;0.7250000000000001;2.6889999999999996;46.5535;112472.7555;3810514.8035;13408605.062;2474.1605;0.251;127.8775;0.0038;0.7604
99.574;76867.372;1.2345;2.5655;46.636;112020.085;3810852.2055;13407539.049;2808.1079999999997;0.252;127.15700000000001;0.0028;0.7596499999999999
99.6025;80792.3445;0.11250000000000004;2.5839999999999996;46.6045;114761.293;3807429.5689999997;13408702.355999999;2084.99;0.25;128.0555;0.0027;0.7655
98.8345;77490.2135;1.8785;2.631;46.603;111709.2295;3807623.152;13407804.7355;3467.764;0.251;127.8305;0.00345;0.75515
99.7875;77451.2005;-0.135;2.678;46.5335;112239.2425;3806309.6580000003;13409407.968000002;1950.1505;0.2505;128.4625;0.0029;0.75615
100.3145;77223.478;-0.313;2.6695;46.598;114568.9115;3806835.648;13408633.776;1761.3575;0.2515;127.87899999999999;0.00345;0.75995
101.0665;77591.77249999999;-1.3375;2.6565000000000003;46.5675;111444.185;3803151.4760000003;13410929.6835;988.0535;0.25;129.0355;0.0036;0.7624500000000001
100.7315;78957.92749999999;-1.162;2.7075;46.5805;113523.9685;3805228.315;13411521.028500002;1185.8295;0.251;129.37099999999998;0.0032500000000000003;0.7605
1.801;66117.1245;-4.839;2.7805;46.461000000000006;97936.1765;3188634.1995;13238840.795999998;-1316.7875;0.198;310.2365;0.0;0.8756999999999999
129.1365;73389.29250000001;4.026;2.397;46.7855;108379.409;3847206.87;12602066.325;4525.2570000000005;0.2655;113.1205;0.00515;0.7457
26.045;74094.38;2.535;2.62;46.5385;106735.616;3657730.3135;12774450.2775;3750.9825;0.2105;204.2645;0.00055;0.8145
48.0445;77227.3365;-0.07400000000000001;2.761;46.573;111297.7145;3730287.7185;12703345.98;2081.823;0.2245;171.252;0.0012;0.7854000000000001
69.83949999999999;71451.44750000001;-1.2315;2.5125;46.6445;107758.0955;3773283.3775;12664439.5855;948.4625;0.2345;150.1795;0.0029;0.77805
89.73949999999998;77456.52549999999;-0.7390000000000001;2.7075;46.59;110106.688;3799249.6655;12638435.8315;1493.3414999999998;0.2465;135.8255;0.00345;0.7659999999999999
110.586;73779.04849999999;0.9790000000000001;2.4210000000000003;46.7115;110783.8725;3819692.5715;12618645.371;2446.6025;0.255;124.0975;0.00285;0.75835
96.763;26306.996;2.5;47.288;35.904;39148.237;2594986.219;11452087.613;12650.362;0.411;67.47399999999999;0.001;0.6238
102.676;71154.746;-1.939;2.137;66.53699999999999;106283.719;3709167.617;10236648.514;154.53799999999995;0.24;147.213;0.0028;0.6662
102.151;70935.768;-4.699;2.5340000000000003;66.366;107301.692;3678341.893;10266153.505;-1433.421;0.24;146.083;0.0034;0.6633
103.322;73984.914;4.293;2.096;66.672;111117.912;3698450.661;10243335.169;4540.547000000001;0.239;146.54;0.0005;0.6672
102.352;73037.478;-1.839;2.372;66.382;110226.389;3681338.976;10250614.147;506.913;0.237;146.14600000000004;0.0043;0.6695
99.12;75418.893;1.106;2.316;66.499;110499.562;3690608.122;10245117.341;2587.46;0.237;145.895;0.0026;0.6682
85.552;26354.526;0.229;48.03;35.354;38304.07700000001;2542831.206;11504777.307;12712.598;0.41;68.436;0.0003;0.5758
69.673;11551.254;-6.14;3.503;66.45100000000001;19025.598;1640978.729;4867318.095;-293.017;0.375;62.833;0.0008;0.5552
91.102;17539.233;-2.92;3.399;66.62;24731.673;1886012.752;4939550.552;54.333;0.308;84.944;0.0;0.6346
98.732;18917.659;-1.521;3.2710000000000004;66.418;28370.491;1943260.972;4909697.572;448.747;0.285;92.636;0.0;0.6231
